RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
102001,United States,0,182900,179300,175300,172100,171100,170800,170000,168600,165800,162000,159700,158200,156700,152600,149100,148200,150100,152500,154300,155600,156700,157300,158700,159400,160200,157500,155200,152500,152800,153200,154700,154100,153700,152200,152600,151900,149300,146500,144200,144400,145300,145500,145700,145400,145600,146100,145900,145900,146400,147800,149300,150900,152900,155100,155900,156200,156700,158900,160300,161200,161800,163000,164900,166400,169500,171800,172900,172600,171400,171600,171200,172100,172100,172300,172500,173500,175200,176900,177900,178300,178400,179100,180400,182700,184400,186100,186800,187400,188200,188300,188600,188000,187900,189400,191100,192500,192600,193000,193100,194400,195400,197200,197700,199400,201000,202000,203300,204000,205300,205100,205400,206000,207200,208200,210200,211400,213100,213400,216500,220600,224200,224100,221400,219800,219500,219800,219700,220500,222200,223300,226700,229500,232500,232100,231800,232300,233500,234500,235300,237200,239900,
394913,"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362900,363000,362400,361800,362600,361300,357200,355500,353000,353700,350200,344500,340900,338600,341200,345700,349700,353700,355300,355500,352100,349600,352000,355600,354400,352900,348700,352500,349700,355300,355100,360000,362800,365400,367000,363200,362000,361900,365500,365600,364700,363700,363700,363600,364700,363800,361400,360200,360900,367800,370200,370700,367000,364400,365700,363300,362500,361600,363300,365000,367500,365100,364100,362900,364400,364700,363300,364200,365300,365100,367600,366800,367600,362800,364200,364300,368500,370200,370500,371700,369200,370600,370100,374600,376400,378300,376800,377400,378300,380900,381800,383500,383600,384200,383100,383600,384800,387100,388400,388800,391100,392900,393900,395800,396700,399100,401600,407500,
753899,"Los Angeles-Long Beach-Anaheim, CA",2,470900,459400,443500,432500,418100,405800,391200,379200,366800,355200,340900,331400,325300,319700,316500,322900,333000,341700,347900,353000,359900,362300,364800,362500,360900,357300,360300,358300,360600,356400,361000,358900,361200,356800,353000,351100,349500,350300,346200,342600,341100,339400,339000,334400,333800,331600,331800,330500,331700,337100,339900,344600,348700,356400,364300,371200,378800,386300,390800,395100,401000,414200,425800,436900,443100,447500,450200,451400,452200,451900,450000,452300,452100,456400,460400,463000,465900,467000,470400,473500,474500,476000,476200,482100,486600,492000,490800,494300,495400,499900,499100,499100,500800,507800,515100,517100,517800,519200,524100,525300,526300,528900,531600,528500,526300,521700,524500,520800,524800,526900,534500,537100,538800,541200,547500,559600,577100,587400,594700,596900,602500,603200,604700,606900,609500,611400,614800,620600,626900,624900,625400,624500,631000,636000,633700,632200,634300,638600,643600,646000,651700,659600
394463,"Chicago, IL",3,253500,248700,232700,220900,218800,220200,224500,223800,217900,212900,206200,205400,201600,195500,186700,180800,182200,187000,190500,192700,192400,192000,192400,194600,192900,188700,181500,178800,174200,175500,173900,178300,177800,178700,176700,175200,170600,164800,157900,155800,157800,161600,163300,161400,157400,156000,153300,153300,153000,154200,153700,155200,157100,159400,158800,156700,157100,156600,158200,155600,155200,154800,158600,163100,171500,176600,180600,181200,181800,182300,181400,182400,180600,179400,178900,182700,187300,192000,195000,194900,192900,190800,191200,191800,192700,193600,194200,194100,193000,188200,186100,183800,182500,180900,179700,181300,182300,183700,184400,184800,186200,188900,189300,190800,191100,194300,196200,200200,202900,203600,202500,199600,198200,198400,199800,201200,201400,203400,206100,211500,217600,219500,217100,215300,216200,217600,217800,219100,223300,219500,222100,226800,237700,238100,233700,227400,224900,224700,226700,229100,230900,231900
394514,"Dallas-Fort Worth, TX",4,146000,144100,142200,141600,143700,145800,145900,144200,142900,141100,141200,141300,141800,139800,140000,142000,145600,148100,148600,148200,146900,145500,145700,146000,147200,147400,145800,145800,146500,150600,152200,150800,149500,149500,152200,151400,147800,142900,141300,142000,144800,147100,148900,148700,147700,149000,150700,152100,152900,153700,155500,156900,158700,159800,162000,162100,162200,161900,164000,164600,165300,167100,170400,172400,175200,176800,178500,177400,177800,177300,177600,178200,179200,179200,179200,180300,182300,184200,184500,185300,186500,189200,192700,194200,195100,194700,196500,198200,200500,201200,201900,202000,202500,203400,205500,207700,209400,209900,211400,213700,215200,216700,218500,221100,223800,224800,229000,232100,234300,233200,232300,232100,232100,233700,235800,238500,239500,241900,245800,249900,251400,249100,247100,246600,247600,246100,246000,245200,247000,247400,250600,251600,251900,250200,250500,251900,253300,255900,258100,261200,263800,
394974,"Philadelphia, PA",5,212000,211800,207900,200000,196000,196000,198400,198400,198900,196200,195200,194400,198200,198700,194700,189000,185700,187600,190000,192200,194300,196900,199400,200800,201200,201600,196100,190800,186900,184300,186300,187400,192500,194100,197000,198400,196100,192500,184000,181200,179400,181900,182200,182600,182500,183900,183900,186100,185700,185400,183700,184000,183200,184500,182000,183500,184700,189400,190900,190400,189100,188500,186900,188000,189900,193100,192900,192300,191900,192100,191700,190300,191300,190400,190200,189600,189300,190800,190500,191400,190000,189300,188800,188900,189600,192200,192100,192200,189900,190300,191300,191400,190500,187100,188100,190700,191900,190200,189500,191600,193500,192600,191900,190700,191100,194400,194000,196900,195400,197300,198500,199400,200000,197000,195800,194400,194700,195600,196400,194200,195700,196400,199600,197800,196700,196800,197200,197900,199500,201500,203400,206200,207500,213700,214100,216000,213900,213700,213500,214100,219500,
394692,"Houston, TX",6,145900,144400,141600,142400,143800,145300,147100,144900,141100,135400,134400,134700,137100,139000,141700,144800,147400,149900,150800,149900,147600,144800,144400,144400,145100,145300,143700,143000,142300,144500,145500,146100,146900,149300,149100,148200,145200,143000,141500,142400,143900,146700,147200,148700,148400,150200,148200,145400,143800,147200,150900,154300,155200,156200,154800,154100,155000,156000,156200,154400,155000,159300,163700,167400,169300,171000,172100,171600,172400,172500,172500,173600,175100,177600,178300,178700,177900,180100,180600,182000,180400,181300,183200,184600,185400,185000,186100,188100,189700,191100,189100,188400,186200,187900,189200,190200,188300,189100,191800,196100,199700,201400,203900,204400,207600,209800,211800,211600,211400,211200,211500,212400,212100,211900,212700,215600,217600,217300,217000,218100,218800,220500,221200,220900,220200,219300,221200,223700,226100,229900,229900,230900,228800,230400,230800,230300,228100,228300,230100,234300,238900,243800
395209,"Washington, DC",7,353300,343400,327500,313900,309600,308100,301700,293400,287400,280000,279000,274400,277100,271000,269100,270500,278100,288700,292000,289800,285700,283400,282200,278800,276800,279100,279100,277100,281000,277200,284900,281500,292100,290400,287600,286300,281600,280700,276700,278200,286900,294200,302500,293700,289900,281500,284400,279400,290700,297100,308300,310800,318300,320900,319200,316600,318200,317600,319100,315100,323800,327800,338200,340600,345400,346800,344800,341300,340600,339900,341600,339100,341200,338700,345900,347200,352200,347900,346600,345600,346900,349900,348400,349900,355700,357000,354800,346700,344000,342500,345400,348300,348800,343300,342500,345800,348200,349200,347000,347400,347600,349300,350400,353300,352000,353000,355100,356200,358500,358200,360400,359400,360500,360400,363200,363000,365400,368000,370100,371800,378000,381000,382500,376300,372800,373500,374300,375900,377400,378300,381100,384000,395200,396600,396700,388700,387400,388500,392400,394500,397900,
394856,"Miami-Fort Lauderdale, FL",8,253500,244700,236300,229500,225300,222700,214500,206400,194000,186600,174500,166100,157700,150100,142800,138300,139800,142300,144400,143900,143800,144200,143800,143400,142300,140700,140100,137700,134200,129700,125400,126600,127100,126500,120000,115900,113000,114500,117800,120900,125000,123800,123000,121500,121000,123600,126500,130200,130200,132100,131800,135500,135400,137500,138900,140900,142800,147500,152000,155500,153100,154300,158300,162400,165300,168800,171300,172500,172400,174400,176600,176000,176700,177200,179400,181300,185500,186000,187300,186000,190100,192200,194000,194000,195500,197400,202600,206300,208600,207800,207300,207400,204700,205300,206700,213500,215300,217900,217900,219400,220800,223100,226100,228600,227100,227200,227200,232700,234400,237300,236000,237500,237500,241300,243700,245500,244800,246600,250600,254100,256900,256100,254500,253800,252200,252700,251500,256200,258900,261300,258900,262800,266100,268700,266300,266400,266400,269200,268300,271900,275900,283300
394347,"Atlanta, GA",9,161400,153600,148500,145300,144700,146200,144500,142900,136100,130200,125900,122900,120200,115400,112500,112800,118100,123500,128000,130100,133100,133500,132400,127000,121700,118600,119100,119100,117700,115000,116100,116800,119100,118000,117800,111400,106300,100200,97800,96900,97100,98100,96100,92000,91700,92200,93600,91900,92700,93700,95500,96500,98300,100700,102800,104100,106800,110900,113900,117900,121500,126400,128900,133500,137600,141100,139700,138600,138300,139200,139600,140700,141000,142000,144500,150600,154500,156900,154700,156000,155100,159500,159200,162800,162500,171100,172600,174700,170300,170800,171300,170500,173300,174100,176200,174600,174800,174500,174300,172500,173300,173600,176100,176600,179900,179400,182100,181700,185100,185100,186600,187800,188300,187100,188000,190200,193300,194800,197200,201000,202800,204000,203200,204600,204400,201500,203500,205200,210300,211300,216200,218700,219500,217200,218200,220100,222500,222500,225000,226200,231400,
394404,"Boston, MA",10,333200,327700,323800,319700,318900,318700,316300,315000,308000,302400,291100,291000,286100,289500,286200,290200,294700,301300,306200,306100,302300,305000,305800,310100,308600,308700,306400,308200,314400,321200,320900,319400,318000,314600,302200,291700,285900,288400,295100,304200,314900,317900,319000,311800,307500,299700,298600,296900,303900,308100,312800,318600,324100,326800,323500,322600,323400,321600,316100,317200,321600,331100,333200,336100,338600,343400,345600,347800,346900,348400,348700,351200,351800,348800,347900,348200,352500,354300,353300,353100,353100,354800,356300,361500,362200,361700,358600,359500,364600,368800,370200,369000,366300,366600,366700,366400,367300,369600,372900,376400,378000,379300,380500,381100,381600,382900,385200,389500,394100,395400,395900,395000,397600,398500,401300,404300,409300,411500,408900,411500,414600,421700,422600,425300,425900,426700,423900,425300,427300,426100,426300,431900,440300,441300,439100,438500,443500,445900,447600,450900,451300,454000
395057,"San Francisco, CA",11,566900,522300,483500,457900,444400,425100,403500,372300,344000,324700,313700,304400,287100,274900,274800,296100,320400,339900,355200,364600,373600,384400,386700,382300,372400,363200,371100,376700,390000,392600,398200,393300,382100,376500,372000,367400,352400,343700,341200,342300,344500,349300,353400,351800,349100,344900,345800,341600,340200,346700,364000,384000,400500,409900,418900,427200,434600,447000,450000,452900,454400,480500,510200,535200,547200,550000,552100,550100,551100,552100,559600,565100,568200,566500,568500,568800,573600,581600,593300,597200,591700,585400,580300,590100,599900,612100,612800,611900,613000,621100,625500,625200,626300,641400,650400,647600,630000,626300,630800,644700,650800,651300,645600,643000,650100,662700,675000,675400,676000,682900,690500,696100,691700,698000,706200,719700,731000,738200,741100,750000,756900,765100,773300,777300,777000,763700,762700,774900,786100,786900,785800,790400,789900,785400,782600,780200,770400,759500,766800,782400,789000,806000
395025,"Riverside, CA",12,302800,285000,268900,257800,246000,235800,224600,217600,208400,198100,188900,180100,172300,161700,155700,153700,154000,156200,158000,162300,166600,169700,174600,175700,176600,173000,173700,174500,174300,173600,173800,174400,173300,171900,174400,174800,174800,170500,168500,166500,166100,166900,168600,169900,170600,168500,170300,170000,172800,173300,174700,175500,176900,178200,182400,186500,194200,199900,206200,208400,212500,214200,220000,223900,229700,232700,236800,241700,245700,248400,253100,255400,257200,254400,256900,258000,259500,260400,261400,265000,265900,268600,270000,272300,273600,274500,274000,275500,277100,280600,281800,282700,284100,285700,291200,291700,293500,291400,293200,293500,294800,296500,301200,301800,302600,299800,301300,302400,305100,306900,308300,311200,312100,314100,316200,323900,328000,330700,337300,344800,347500,344900,344300,347000,347300,347500,349800,351400,352700,353400,359300,361300,361900,357200,357900,358400,359500,361800,368400,372900,373600,371000
394976,"Phoenix, AZ",13,222400,212500,203700,198500,192400,186800,178800,171600,163100,152400,142200,131900,124700,117300,113100,114500,118700,123400,125200,125700,128700,128100,129000,128300,128600,127500,125100,124400,123800,121700,120500,118400,118200,113500,113000,110400,110900,108100,105600,105400,105100,106700,108600,110300,114400,116000,114000,110200,108900,113800,119100,121800,123400,125400,127000,130900,134900,137800,139700,139600,142200,144200,147100,149600,152100,153400,153600,154900,153600,155600,155700,157100,156700,156300,156600,156100,157100,157000,159200,159200,160700,162000,162500,166000,168300,172100,174000,176100,176400,176200,177300,179300,181700,183900,184700,185100,185900,188800,191500,192800,192700,194900,197300,199800,202400,201600,203900,203800,206400,205600,206300,207000,208600,210800,213000,215600,218900,219900,224300,226900,229600,229200,227500,229600,233000,236500,237200,238200,239700,239100,240700,242300,245300,244100,244000,245700,249400,250800,252200,254900,259700,263500
395078,"Seattle, WA",14,349500,343000,330700,322000,314100,314600,314300,316400,310500,311600,311300,317900,312400,306100,293800,290200,285200,287100,290200,295700,295200,299000,304000,313300,311900,304800,295200,286500,292600,294900,297600,289500,286300,291400,290300,293600,285600,283800,272200,260700,249800,245000,246500,243900,242200,243500,244300,246200,243400,250300,254300,263100,265800,269500,273400,277500,281000,280400,277600,279800,283400,290200,293500,294800,299300,303600,308000,307000,304000,301900,300700,304600,305200,307800,305400,307200,310000,313000,315800,316400,317400,317300,320500,324000,329200,331300,332700,334100,331800,334100,334800,342400,341700,346200,348000,354000,355700,356500,357800,358400,360300,363200,365800,369900,374700,378500,381400,382300,385800,390100,394600,400600,403400,407700,411600,415900,420400,424800,430600,440700,451200,459800,453600,445900,438200,437800,436700,435700,436500,441800,451100,464700,471600,474100,469600,460900,454700,453600,457900,464100,467100,481700
394865,"Minneapolis-St Paul, MN",15,218600,215200,208900,203500,200800,201100,202900,202500,198900,193600,189000,185000,181000,175400,173000,171800,174700,176600,180200,180300,179800,177700,175900,175600,174600,174900,172300,171100,173100,175200,176300,174700,173700,174100,169900,167800,160700,155900,150500,151400,154200,156300,156000,155200,153300,151400,150700,149400,148700,149400,152200,156600,161200,165500,169300,170200,170800,169300,168300,167300,167600,168700,171400,176400,182900,189000,192100,192800,191300,190100,188100,187600,185900,186700,188800,193400,196700,202200,201000,201400,198600,201000,200900,203500,205600,210500,211000,211100,210500,211800,213800,214100,214200,215100,216000,217500,216700,217700,218600,219500,220500,222100,224000,225300,224700,224100,225000,227000,229900,229900,230300,232400,234300,236700,237700,238900,240200,240200,243800,247500,251800,251800,250900,248700,248100,246900,248100,250500,253600,252600,252800,256400,264300,267500,266800,265100,265200,267500,270400,274200,275900,276000
395056,"San Diego, CA",16,402100,395900,381200,369800,354000,342100,331700,321900,310600,302900,292500,289300,284200,285500,284200,291100,297900,308300,314100,318700,321600,324800,322100,325800,328200,334700,332600,329300,328900,327800,330200,331800,334400,335300,324800,319800,316500,321300,321500,318300,317500,315100,312700,312400,312900,314000,311400,311900,315200,321300,326000,327100,331900,337000,344600,351100,356300,364100,362400,364700,367900,380700,393000,400200,405800,407700,412700,413800,415900,417500,414700,415500,416400,423800,427600,429800,432100,435400,437400,441900,439900,438300,438000,443200,449000,449400,450400,454700,458800,461200,457500,457600,461800,467000,470000,469300,471900,475200,479100,479300,479200,481400,485400,495200,496800,499600,496700,502700,507500,511600,513800,518500,521700,525100,527800,533200,539700,543500,541000,544000,546100,556200,556400,559100,557500,559400,561700,563600,559300,557300,551900,556200,554200,560300,559400,563600,562700,566600,563900,571200,577500,
395121,"St. Louis, MO",17,143800,141700,138000,134600,135800,137300,137600,136900,134200,132800,130200,134000,136600,137500,132400,129900,130000,132400,133300,136200,136100,136200,136800,136800,138700,136200,135900,133600,133800,133000,133000,131600,131000,130200,132300,131500,129400,125200,124100,122800,124800,126600,127700,127300,128000,127200,126200,123800,125700,125500,126900,125600,127100,128500,131300,130900,129000,128400,127400,127300,126800,129100,130800,132400,134500,136900,138200,136500,134700,133900,134900,135500,135700,135200,136300,137900,140100,141400,142000,141700,141800,142400,143200,145400,148100,148300,147700,146600,148800,149100,148400,147300,147100,148200,149900,149100,147900,146600,148000,148900,148200,147900,147700,148400,149200,149700,150900,152400,155100,154100,153000,149700,150700,151000,152500,154300,156300,157200,155300,156200,158000,160800,159900,156800,155900,156000,154600,155300,155900,160400,164200,163900,167500,165600,168300,166500,166600,166800,167200,171700,172900,175600
395148,"Tampa, FL",18,176800,169500,164100,159400,156000,153000,150700,146500,141700,135900,131400,128800,125400,123700,121700,121000,121600,120900,122400,122400,124600,123400,123900,122700,120200,118500,116300,117000,112000,110600,108500,110500,109000,107800,103500,98500,95000,93700,94200,95600,96000,98100,98800,99600,97700,97400,99400,100900,101100,101700,104100,105800,107200,107800,109800,110200,114100,115200,117100,116300,118200,120300,122100,122400,124200,127000,128500,127800,126600,128000,127700,127400,125700,125700,127900,129800,133200,134200,135100,136500,136000,136500,135400,136600,139300,142300,144500,144500,144900,145000,146700,148200,149200,150800,153800,157700,158700,159100,159800,163900,164100,167000,166900,169300,169700,170400,173900,176100,178000,176600,176100,177100,178900,180000,181700,183500,186800,188900,192100,194500,195700,195100,193800,195100,195400,196600,196700,197400,200300,201500,210100,216000,221000,217600,212200,209000,207900,210000,213600,216900,219000,220500
394358,"Baltimore, MD",19,240600,238500,231700,226100,221300,223100,227500,229700,228300,223800,224900,225500,225200,222700,216000,215000,209200,215600,216900,222700,219000,224100,224100,228100,222000,215900,207600,205800,202700,205800,200300,202500,199500,199400,207400,219000,218500,210000,195100,199700,198300,206200,200400,202300,203100,209900,215800,215000,213900,211300,209700,212900,211400,211700,211100,217600,222500,222700,224600,220800,216900,212600,213000,218800,224300,228900,228400,222900,220500,222500,226000,227300,228700,228500,229600,229500,229000,229100,229000,230200,230100,230500,228600,227500,225500,224400,221000,223500,230800,232200,230900,225100,224700,226300,227400,234500,235200,237900,234600,235300,236400,238100,237700,238400,236300,234600,232900,234500,234200,232800,233500,234300,235100,234500,236800,238300,240400,240000,240500,239600,241800,241700,242400,241700,242600,242300,242900,241500,242000,241100,240400,241200,240300,243800,246900,251900,253700,251500,251700,248300,249300,
394530,"Denver, CO",20,201900,197500,193400,191100,194000,195800,194900,192900,190200,184000,174800,171200,171400,176600,180400,186600,192600,199500,202100,204000,202100,202700,200600,204100,202000,202800,199600,199700,203400,207300,211900,210300,207800,207600,203000,201100,196200,195700,194000,194900,195800,198600,200000,202500,203200,203000,203700,200700,200600,204400,212400,220300,225000,229500,232100,233900,234600,233300,231800,232400,234700,238900,239800,242400,245500,248600,250700,250800,250600,249800,248800,248900,249800,251600,253300,255700,259000,261300,263100,263800,267500,270200,275500,279400,284200,286300,288700,290600,291600,293400,295200,298800,302400,305900,309700,316600,319700,321000,320200,322500,328000,330000,332600,334600,337600,341100,342700,348800,349500,352900,349900,354000,354800,358600,361300,366100,368800,371900,375100,385300,388500,391700,388200,388000,387200,387300,389700,392300,393300,393300,393600,397700,398400,398600,397800,397600,402600,404100,411300,412000,416300,413300
394982,"Pittsburgh, PA",21,95000,95300,95400,94500,97600,98700,97000,94000,92700,90500,87300,86100,87800,89900,93400,96900,101800,103300,104700,105500,106900,106400,105100,102700,104400,106500,109300,108200,104900,102800,103400,106400,107400,107200,105100,102500,102700,100800,104200,104600,109300,109600,109900,110000,109300,108500,109000,109800,110100,112100,113900,117000,116900,116600,117500,117200,118200,117300,118700,116800,116400,115300,118400,120300,121100,120600,120900,120300,119700,117700,117400,117500,118800,120100,120900,121900,121500,122800,123400,124800,124300,125700,125800,128500,129000,128300,125900,125400,126700,128500,128900,128300,127900,128400,129900,130000,128500,129100,129400,130700,130200,129600,129300,129600,130500,131600,134000,134500,135600,134100,135100,134800,135000,134600,134400,136100,138400,138000,137400,138600,144400,144700,142800,141300,142800,143300,142000,140500,140900,142600,145300,150200,152500,150500,148000,146200,148500,149200,148300,148000,150300,155600
394998,"Portland, OR",22,280000,270800,268300,266000,268100,267700,262100,259200,255500,255500,256100,256500,253400,244800,237000,234600,233400,236000,235600,236400,234000,236600,238400,238300,235800,233200,230900,228400,229500,234200,236500,233700,231700,230800,229900,222900,215200,209000,207300,207500,208900,209900,211700,212000,215900,214500,213400,208300,207400,209200,213300,220200,224800,229400,231100,232700,234900,238000,244300,242700,245800,243400,249500,249100,254800,257100,261500,261800,263500,261300,260300,261700,263500,264900,264100,264500,267700,269300,271500,272800,275700,278100,279400,279200,279300,280500,283000,287000,288900,290300,291100,292300,293800,299200,304500,306100,308300,311300,317800,320600,320700,322300,324800,327600,329700,331300,339200,340900,343700,341900,344900,347500,350600,353600,356000,359200,361800,364300,372500,377300,380400,376100,375500,377300,377100,378400,377500,380300,381100,383500,385300,387700,388900,386500,386800,386600,388000,388400,388800,392600,397600,402900
394458,"Charlotte, NC",23,154800,151400,147900,145400,145600,145600,147500,148100,146200,145100,141100,142900,141300,141800,139300,140400,142700,144300,145600,147500,148300,147000,146500,144800,143600,141100,141200,141500,142500,142100,143100,143200,144300,143500,145200,144100,141100,136300,133900,136400,137300,141100,139100,140400,136700,138700,137800,140400,141100,142100,144400,146800,147400,147700,146800,148700,146900,147300,147700,150600,151400,152300,154700,156200,157400,157100,158100,159400,160600,163000,163000,162600,162000,161900,162400,162600,165300,166300,168500,168400,168000,168200,169800,174900,176200,178400,177500,177900,177000,177400,178500,179800,181700,182300,183800,183100,182700,182600,183500,185800,186600,188600,189100,191100,190600,188900,186500,184100,185700,185900,186500,188800,193600,194300,193200,191800,194900,198200,203800,209800,213500,213700,214700,215100,213900,214000,214300,216400,217800,218500,222900,227300,230100,229700,229300,230000,231000,229400,233600,235600,238600,242800
395045,"Sacramento, CA",24,287500,274100,258800,243800,233500,229700,225400,220500,210800,202500,196800,191400,189700,186900,189100,190800,197500,202300,205700,206600,207500,208700,211100,208700,208100,206300,206200,204200,202900,202800,203900,201300,201400,198300,196800,191000,186600,183600,179800,178300,175800,177800,180100,178000,178900,177300,181400,182000,182800,183400,182400,184000,187000,192700,200500,205300,211700,215200,223000,227300,234500,237900,244500,248900,255600,259800,265300,265700,267400,267300,271300,274900,277500,279300,282600,284600,286600,286900,289200,291400,289200,290900,292100,301000,302400,304600,303100,304200,305000,305100,306100,306800,308900,312100,319200,321900,324400,322800,324900,326900,327800,332300,333600,338800,339700,340800,343400,342800,344500,344400,347900,352300,356200,360200,364100,367300,370400,372400,377700,380000,381500,383300,384000,385300,382300,382700,384600,383500,386100,386400,392800,393500,394900,397200,398900,400000,398900,400900,401900,399200,401000,405000
395055,"San Antonio, TX",25,140300,140900,139300,139200,139200,141000,141200,140800,138400,136200,136100,137700,140900,142000,142500,142300,144300,144700,145000,143200,141300,140100,140700,143000,143100,141500,138700,137700,139400,143000,146200,147400,149300,151200,150500,147600,144800,142400,141800,141100,143100,143000,144200,144700,144800,145000,143300,143900,145100,147400,149700,151200,152100,151200,150100,151000,152400,153300,150500,151500,151300,154800,155700,159100,161800,163100,162300,162200,162300,163000,163600,164300,164400,165800,166500,166700,166600,166600,169700,169600,170900,171700,173900,175300,176400,176700,177200,177600,178400,178900,179300,180200,179200,179700,181100,182900,184000,183800,185000,184200,186400,187700,190100,189400,189600,189900,189400,190300,188800,190200,189300,191500,191500,192800,193100,193900,194600,197700,198800,199500,199300,200900,202700,202600,203000,203200,204400,207300,209200,209400,206000,205800,206700,209400,210000,210700,213200,215800,218600,220100,218900,219500
394943,"Orlando, FL",26,220500,214500,203700,199300,196700,194700,190100,182100,175500,167600,161600,155500,145500,136800,126000,121700,119200,120500,120200,120000,120300,121500,115700,111700,106800,108700,108300,107800,105400,101400,99100,99100,101100,100600,98700,96200,96900,97900,100100,99800,102000,102500,105100,105500,108900,110900,111400,110400,109200,110100,110600,112400,114200,116000,118300,119800,122000,124200,126600,129100,130500,132400,132300,134500,137700,142700,145600,145900,147600,148400,148500,149000,147500,150500,150600,153900,153100,153800,154200,156400,156800,157600,155700,157600,159200,163000,164700,164400,166500,167400,170900,172300,174500,175900,178100,178700,178800,179000,181000,184300,186700,189100,189700,191300,191600,193400,194000,195200,198100,200800,202100,202900,204600,207600,210500,212200,212900,215000,218800,227100,229700,232700,231700,233700,234300,235400,236900,241100,245300,250300,248600,247900,241500,240000,238700,,,,,,,
394466,"Cincinnati, OH",27,132900,129700,125600,124500,123100,122700,121300,121100,119000,113000,108600,107500,110200,113400,113900,115000,114300,115700,117600,121500,123700,123300,120500,120900,121700,122400,120700,119000,117200,116000,117800,119100,117900,117700,118700,120900,116700,112900,110300,111800,114100,115500,114900,113300,112800,114800,116400,114100,111600,110900,113200,116200,117700,119000,119200,120200,119500,119500,120200,120700,121700,120800,123800,124100,126300,125600,126200,124200,124200,124100,123600,123900,122800,124600,125600,129300,131600,133100,132000,131800,130900,131400,127700,128500,129400,132600,134700,135100,136700,136100,136800,136700,134100,138800,139600,144400,142300,144600,143400,143200,142600,142500,143000,145700,147600,147700,148500,149200,148700,147700,146000,147100,147300,149400,150500,150400,152400,153700,156100,159500,160700,161400,158000,156600,154300,155700,156200,159500,160000,160700,161500,167000,169100,168900,164700,163800,164400,164800,167200,168000,171100,
394475,"Cleveland, OH",28,114900,111900,108700,105800,105300,105600,103300,99200,90000,85200,80900,80300,80500,87400,95700,102200,104800,106900,109500,113100,115500,114000,113100,113500,116800,116200,115100,112400,109600,105900,102700,104000,108100,112100,108300,100700,93600,92300,93900,98800,101400,103700,101700,101700,98900,102000,100200,100100,95800,99100,102300,103100,105100,107300,110700,109800,108000,108600,107700,107100,105700,103800,104300,105700,109500,111400,112100,110800,110600,108000,107700,103500,105300,106500,110400,110800,112400,114600,114000,113400,112500,114500,114700,110400,109400,107500,112800,113800,116400,116000,116600,115000,113400,113500,112600,115100,113000,117000,117600,121300,119800,120500,119500,120400,121100,122200,124300,124900,125600,125700,126800,125800,124300,122900,123400,126900,130100,131200,132400,134000,135800,134400,132700,130700,128700,128200,128800,129300,129600,130900,134000,136600,139900,140700,141500,139900,141100,139100,140300,137500,137900,139800
394735,"Kansas City, MO",29,149300,145600,137800,136600,135800,134800,134300,133100,129800,126400,125000,132600,135500,138000,131800,132000,134200,137700,138800,139600,140300,139800,137600,141100,142900,143600,138600,137700,136700,135400,134200,133200,133000,131900,130600,127300,125500,122800,122200,122600,125500,124500,125400,125900,129100,128700,127900,134500,133100,135500,129800,132700,133500,135000,137700,138900,137900,138800,131100,135700,132400,138500,137300,142800,148700,149800,149400,149200,149100,150600,151400,150400,146500,145200,147300,150400,152100,152700,153400,152200,152100,152600,155200,158000,159000,159500,159400,160400,160100,160400,160000,161500,160200,160800,159000,159000,159600,162100,165600,167500,168100,169100,169700,170600,171100,171100,171400,183900,184800,184800,173700,176100,177900,179400,180700,180500,182900,184200,191700,204400,206900,204500,192900,190100,190200,189400,191700,192900,197100,199800,203800,215400,217500,216600,208800,209000,209400,207400,205700,204000,202900,
