"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11","2019-12"
394323,"Amarillo, TX",180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102129,101865,102174,102642,103485,104171,104763,105374,105962,106519,106952,107256,107607,108145,108646,109134,109419,109829,110305,110835,111340,111846,112384,112943,113463,114054,114514,114871,114949,114942,114769,114933,115353,116451,117293,118043,118045,117823,117501,117157,116947,116973,117376,117605,117468,117073,116687,116224,115664,115703,115936,116321,116262,115896,115109,114240,113568,113441,113778,114329,114808,114858,114973,115211,115475,115378,115225,115311,115500,115093,114414,113722,113606,113480,113190,112804,112424,112406,112291,112114,111925,111781,111778,111427,111237,111061,111278,111328,111394,111511,111742,112333,112826,113463,113624,113971,114085,114295,114368,114398,114764,115079,115701,116087,116419,116571,116836,117086,117432,117896,118205,118640,118835,119321,119655,119864,119991,120099,120452,120897,121191,121418,121627,122033,122530,122968,123264,123455,123602,123728,123836,124072,124518,125346,126237,127095,127703,128122,128599,128969,129424,129832,130294,130759,131253,131554,131577,131463,131372,131547,131756,131925,132123,132282,132713,133066,133438,133599,134052,134601,135399,136015,136570,137057,137386,137715,137863,138164,138486,138873,139039,139009,139153,139385,139908,140356,140998,141287,141544,141734
394387,"Binghamton, NY",181,67944,67410,67259,67124,66823,66631,66391,66148,66002,65940,66037,66093,66058,65861,65688,65572,65611,65641,65652,65743,65869,66064,66142,66173,66166,66149,66240,66383,66718,67107,67516,67750,67989,68157,68524,68862,69285,69691,70044,70475,70736,71031,71217,71451,71572,71532,71693,71988,72494,72824,73094,73381,73458,73658,73691,74029,74404,74961,75457,75785,76114,76548,76534,76543,76484,76915,77256,77583,78068,78629,79219,79794,80305,80752,80980,81138,81304,81697,82119,82506,82750,82926,83162,83363,83688,83801,83941,83988,84330,84801,85427,85902,86350,86794,87325,87741,88057,88552,89189,89906,90342,90670,91059,91556,92161,92678,93367,93954,94531,95102,95698,96409,96909,97663,98521,99513,100434,101261,101984,102692,103303,103945,104481,104934,105613,106290,107016,107539,108235,109126,109729,109821,109738,109817,110276,110766,111467,112022,113029,114105,115246,115839,116412,117252,118034,118654,118965,119067,119217,119145,118848,118058,116683,115468,114492,114071,114225,114065,114239,114497,115029,115161,114919,114920,115283,115785,116004,116463,116399,116316,115796,115434,114882,114597,114306,114005,113236,112320,111054,110031,109292,108779,108253,107392,107269,106660,106369,105735,105939,106203,106423,106147,105827,105892,105870,105922,105746,105959,106253,106381,106909,107608,108890,109312,109238,108630,108038,107384,106968,106662,106698,106762,107323,107440,107318,107159,107471,108025,108552,109167,109107,108839,108229,107875,107009,106590,106448,106671,106456,106274,106408,106831,107182,107383,107541,107882,108268,108248,107675,107450,107558,108048,108162,108242,108559,108707,108841,108739,108563,108675,108694,108883,108633,108082,108462,109234,110494,110923,111035,111358,111570,112321,112861,113730,114511,116000,117359,118134,118338,118562,119136,119683,119366,118739,118231,118613,119234,119450,119393,119203,118908,118738,118670,118853,119031
394660,"Hagerstown, WV",182,114370,114238,114172,113877,113974,114149,114490,114652,114738,115016,115202,115350,115302,115472,115665,116051,116344,116725,117152,117547,117934,117574,117243,116805,116900,117078,117313,117582,117923,118401,118971,119562,120158,120660,121058,121125,121189,121087,121382,121900,122503,122893,123062,123414,123794,124351,124627,124886,124896,125225,125649,126289,126747,127242,127690,128099,129079,130308,131543,132071,131674,131270,131260,132093,133152,134156,135163,136102,136867,137663,138538,139302,139879,140327,140937,141619,142466,143388,144401,145376,146414,147465,149253,150670,152025,152502,153448,154576,155926,157217,158526,159946,161765,163668,165579,166679,167150,167564,168481,170174,171945,173592,174976,176425,178067,180306,182375,184176,185838,187867,190244,192361,194070,195932,197929,200010,202038,203896,205344,206377,208259,210590,212741,213257,213563,213661,214296,214227,214300,213784,213130,212704,212533,212792,212478,211950,211322,210755,210303,209685,208902,208315,208398,208018,206680,203910,201497,198956,195842,193590,191424,191163,189554,187673,184909,182731,180473,177706,175216,173973,174102,173487,173142,171869,171418,170630,170456,169775,170007,170111,170831,170106,169634,167749,165572,162471,159735,156111,153909,154693,157391,159349,158049,155400,153653,153699,155199,154799,153918,153815,154939,155784,155083,154517,154221,155059,155793,156200,156356,157011,158020,158346,158219,158257,159228,160926,162673,164271,165232,165802,166093,166521,166895,167290,167494,167849,167912,167822,167632,167691,167698,168004,168150,168074,168077,167570,167331,167483,168197,169697,170669,172014,172484,172927,173135,173900,174084,174543,173716,173467,173023,173595,174351,174862,175267,175332,174727,175094,175745,177214,178348,179412,180554,180811,181111,181493,182490,183648,184681,185779,186649,188028,188907,189358,189749,191165,192532,193403,193222,193658,193902,194809,194922,195766,196310,197394,198181,198859,199779,200465,200620,200259,199674,199615,200057
394412,"Bremerton, WA",183,141319,141753,142084,142347,142756,143244,143361,143109,142762,142858,143254,143413,143648,143445,143564,143406,143476,143456,143582,143710,143816,144968,146383,147657,147860,147982,148366,148818,149231,149667,150129,150598,151064,151209,151631,151952,152511,152702,153028,153343,153780,154287,155018,155941,157071,158061,158956,159408,159751,159994,160541,161400,162229,162457,162852,163361,164541,165327,166331,167065,167895,168369,168699,168951,169456,170346,171474,172630,173904,174952,175974,176716,177628,178627,179861,181501,183389,185383,187253,188996,190799,192131,193305,194211,195338,196298,197387,198559,200220,202140,204193,205936,207702,209793,212462,215114,217284,219296,221895,224678,228424,231273,234679,237559,241045,243981,247053,250407,254936,259784,264740,269984,274791,279595,283338,287942,293432,298134,299755,301943,305505,310690,314106,316337,319094,321679,323910,324488,325104,324802,323977,323842,325510,328602,329012,328810,327373,326611,326043,325122,323837,322260,322753,323317,321555,316956,312300,309020,307050,305553,303138,301314,298933,297026,293981,290501,287065,284345,282819,281504,280229,278002,276934,275787,274517,272876,272297,273333,273830,274519,273781,273515,271590,270705,269060,268851,268578,267712,264447,260457,257205,254863,253502,252388,251961,249894,247654,244813,242229,240131,238813,238562,237852,236516,235636,235517,236191,236884,237909,239125,239114,240710,240797,242093,242876,245987,248879,250598,250394,250757,250198,251207,251882,252143,252711,252569,253036,253294,254364,256271,257700,258523,259459,259682,259984,260245,261795,264215,267185,269688,271514,272610,274756,277346,280409,282864,285902,289674,292529,295045,297373,300954,304322,306784,308865,311386,315111,318384,322052,324263,327724,330249,333099,334491,335702,336696,338360,339832,341224,343202,345764,348888,350754,352400,354570,357897,361578,364959,368061,370936,373231,374246,375535,377623,382511,385688,387258,387076,387547,388664,387801,389483,391879,396761,399047
394772,"Laredo, TX",184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129865,129852,129194,128426,128103,128463,129275,129902,130713,131010,131294,131419,132205,132641,133294,133775,134448,134879,135138,135817,136590,137559,138351,139262,140288,141468,142820,144058,144619,145159,145904,145044,143835,142164,142507,142801,143261,143567,143793,143781,143650,143445,143244,142895,142653,142338,142336,142230,142357,142280,142430,142322,142146,141564,141051,140679,140416,140005,139673,139446,139457,139371,139413,139378,139346,138986,138750,138572,138468,138108,137749,137372,136979,136499,136148,135887,135550,135171,134911,134884,135028,135065,135189,135251,135427,135517,135655,135786,135962,136043,136292,136514,136885,137152,137569,138045,136387,134521,133016,133665,134522,136946,137475,138241,137295,138043,138596,138826,138991,138936,138671,138187,137728,137350,137590,137672,138029,138028,137958,138488,139943,141714,142820,143397,144005,144334,144816,145413,146119,146335,146308,146329,146853,147013,147664,147793,148288,148592,148878,149222,149504,150183,151123,151830,152359,152613,153216,153762,154159,153696,153063,152651,152795,153107,153368,154174,154775,155649,155785,156266,156331,156629,156715,157090,157564,158195,158695,159042,159497,159747,160274,160435,160727,160745,161122,161677,162388,162924,161007,158418
394811,"Lynchburg, VA",185,80832,81104,81298,81926,82337,82866,83286,84095,84653,85527,85841,86126,85998,86180,86640,87011,87368,87687,87767,88795,89517,90263,89951,89959,90266,90457,90592,90692,90970,91233,91552,91737,91991,92235,92531,92834,93164,93643,94292,94788,95325,95759,96335,96748,97259,97716,98302,98913,99667,100292,100783,101220,101803,102374,102972,103588,104313,105008,105663,106305,107063,107757,108452,109069,109586,110022,110393,110931,111478,112013,112711,113532,114506,115236,115893,116502,116997,117464,117858,118292,118739,119134,119590,120067,120580,121281,121962,122704,121622,120473,119320,119516,119801,120087,120930,121783,122617,123259,124033,124687,125424,125950,126730,127479,128448,129818,131383,132990,134302,135531,137020,138766,140960,142616,143918,145244,146904,148590,150356,151357,152267,153706,154933,156181,156715,157895,159224,160006,161261,162231,163089,163288,163147,162874,163126,164075,165597,166819,167729,168203,168722,168659,168163,167105,166119,165392,164773,163953,162741,161640,160935,160424,159896,159268,158689,158036,157326,156494,155620,154693,154010,153285,152728,152039,151509,151031,150776,150649,150626,150554,150482,150180,149922,149489,149313,148819,148329,147530,146957,146403,146132,145947,145853,145746,145641,145576,145474,145202,144989,144744,144708,144717,144788,144767,144682,144636,144771,144926,145157,145254,145397,145482,145643,145844,146056,146187,146218,146202,146399,146667,146929,147005,147190,147444,147748,148090,148486,148825,148972,149113,149217,149647,149890,150120,149959,150126,150525,151482,152327,152976,153408,153680,154726,155548,156617,156834,156781,156626,156601,156890,157216,157869,158336,158939,159537,160399,161016,161363,161824,162405,163070,163931,164905,165714,165993,166059,166304,166920,167574,168067,168287,168448,169033,169693,170658,171142,171770,172196,173246,174370,175584,176315,176439,176589,177001,177961,179080,179982,180756,181220,181743,182123,182375,182163,182265
395240,"Yakima, WA",186,,106172,106786,107031,107431,107412,107132,106838,106656,106633,106850,107013,107152,107217,107107,107232,107173,107298,107510,107815,108139,108282,108509,108746,108908,109249,109524,110028,110352,110827,111143,111408,111597,111669,111924,112321,112939,113199,113112,113039,113004,113179,113352,113720,114002,114282,114533,114737,114737,114619,114575,114667,114939,115176,115585,116014,116617,116197,115752,115380,115713,115874,115699,115695,115625,115610,115511,115505,115534,115463,115474,115703,115963,116264,116460,116935,117585,118182,118775,119162,119591,119740,119843,119907,120072,120193,120234,120491,120997,121701,122402,122917,123436,123940,124537,125216,125750,126171,126804,127571,128337,128926,129593,130255,130792,130768,130983,130909,131206,131327,131538,131930,132568,133423,134277,134982,135662,136935,138432,139941,140684,141524,142431,143798,145221,146463,147611,148451,149559,150216,151040,151854,152770,153329,153559,153892,154754,155665,156302,156408,156429,156282,155933,155001,154861,155012,155699,155627,155509,155032,155149,156074,157055,159262,159953,159850,157010,154743,154429,154489,153993,153068,152608,152389,151709,150789,150939,152051,154765,157121,157975,157829,157415,157202,156910,155533,154798,153866,152849,151968,150684,149625,148013,145225,142543,140914,140704,142204,142697,143796,144358,145201,145664,145913,146401,147847,149314,150011,149804,149196,148912,148606,147884,146242,145082,144833,145440,145569,145345,145986,146852,147672,147454,147494,148051,149021,149050,148528,148901,148593,148770,147864,147168,146000,145318,145866,147176,149328,152658,154977,155825,156232,156921,158240,158512,158966,160193,161974,163482,163256,163038,163293,164438,165395,166322,167169,168198,169361,169952,170174,170894,172708,174218,175639,176935,178931,180845,182378,184013,185542,187351,188464,189440,190725,192273,194584,196014,198004,199160,201077,203273,204834,206679,208106,208942,209812,210808,212876,215128,217441,220338,222442,223680,225789,228356
753875,"Crestview-Fort Walton Beach-Destin, FL",187,100590,100631,100774,101128,101577,102136,102760,103363,103597,103955,104403,104834,105135,105419,105734,105972,106192,107886,109333,111183,111350,111891,111945,112138,111960,112391,113073,114235,114967,115683,116275,117430,119920,123096,125873,127082,127954,128706,129759,130356,130734,131029,131733,133280,134739,135369,134557,133524,133101,133277,134039,134570,135257,135895,136646,137555,138422,139325,140164,140886,141293,141555,141732,142190,142670,143106,143688,144402,145202,145859,144963,144930,144520,145970,146998,147935,148500,148916,149979,150708,151493,152336,153199,153856,155207,155875,156955,157560,159463,160992,163123,165282,168127,169490,171398,172931,175530,178504,181923,186012,190053,195716,201475,207139,211285,214766,219389,224459,229551,233606,239892,248631,257069,263897,270445,275408,280637,282945,286543,289424,292213,294297,293380,291824,289633,287486,284906,281080,277964,275861,274046,272086,270030,268235,265673,262366,259352,256700,253804,251744,250445,247165,244504,240993,239253,235510,232540,229919,227515,223884,220227,216427,214283,212925,211176,208842,206019,204802,203708,202634,201184,199728,199137,199053,197732,196193,196194,198062,199656,199168,198196,196825,196066,194721,193477,191809,190674,189305,188054,185964,184494,182973,182196,181876,181653,180861,179927,178913,178764,178811,179144,180416,181470,182463,182801,183409,183746,184699,184656,184480,183495,185163,187441,189608,190493,191099,192154,192846,194500,195713,196383,197021,198391,199534,199546,199918,200838,202391,203081,203388,203072,202517,202671,202283,202246,201973,203092,204531,205800,207133,208461,209563,210529,211505,212372,212377,211956,211917,211739,212324,213311,214593,214789,214360,214393,215047,216043,217386,217597,218342,219384,221518,223567,225163,226732,228424,229802,230680,230470,230518,231352,234514,236702,238716,238550,239642,240815,242213,243261,243862,244465,245076,246115,245911,246691,247514,250457,252460,254002,254720,255480,256612,257727,259116,260434
395161,"Topeka, KS",188,75825,76005,76285,76499,76802,76993,77189,77350,77454,77556,77782,78021,78286,78445,78711,78991,79309,79626,79884,80159,80376,79594,78756,77907,78096,78318,78565,78679,79027,79404,79909,80176,80380,80586,80881,81215,81680,82037,82456,82846,83245,83559,83740,84037,84370,84867,85219,85473,85543,85714,86075,86586,87051,87416,87695,88110,88547,89142,89584,89947,90157,90400,90763,91135,91470,91724,91953,92256,92584,92999,93343,93632,93834,94005,94291,94557,94887,95125,95410,95674,95933,96235,96521,96759,96936,97081,97360,97624,98003,98382,98844,99271,99650,100070,100470,100830,101101,101550,101895,102496,102689,103063,103181,103692,104096,104945,105609,106437,106800,107422,108201,108862,109201,109311,109466,109648,109622,109701,109845,110064,110239,110335,110621,111175,111868,112379,112649,112903,113252,113623,113962,114297,114603,114810,115030,115202,115497,115788,116118,116543,117013,117540,117818,117831,117748,117704,117710,117524,117343,117057,116705,116092,115629,115415,115486,115512,115731,116071,116457,116556,116271,116064,115937,115997,115923,115672,115224,115109,115257,115406,115318,114933,114460,114077,113869,113790,113298,112869,112315,111918,111245,110877,110475,110276,110341,110657,110830,110966,110903,110841,110767,110670,111140,111480,111692,111530,111086,110714,110665,110663,110731,110504,110553,110777,110872,110780,110383,110271,110337,110556,110929,110804,111081,111040,111601,112010,112089,112400,112608,113030,113046,113024,113010,112901,112984,113270,113487,113729,113921,113833,114073,114226,114412,113868,113515,113578,113867,114213,114580,114827,114723,114532,114559,114694,115211,115464,115760,115993,116419,116815,117033,117404,117995,118824,119737,120704,121241,121832,122219,123074,123818,124729,125179,125455,125651,125932,125864,125637,125648,126184,126932,127492,127839,128444,129325,130412,131186,131834,131378,131230,131539,132792,133782,134122,134687
394813,"Macon-Bibb County, GA",189,64557,64650,64782,64939,65110,65296,65460,65682,65907,66150,66395,66635,66868,67093,67372,67695,68006,68337,68619,68985,69222,69404,69401,69342,69349,69441,69732,70035,70429,70778,71146,71488,71771,72013,72281,72531,72898,73109,73466,73697,73976,74138,74288,74426,74620,74855,75226,75531,75909,76102,76299,76479,76796,77236,77648,78304,78924,79675,79974,80327,80549,80933,81238,81572,81853,82066,82185,82340,82422,82583,82732,82947,83062,83207,83315,83405,83344,83359,83544,83867,84263,84518,84697,84759,84895,85007,85119,85322,85799,86319,86736,86953,87143,87228,87264,87312,87478,87775,88129,88373,88592,88768,89179,89630,90143,90240,90226,90193,90454,90774,91102,91421,91812,92265,92732,93166,93603,93921,94194,94362,94640,94927,95127,95239,95397,95643,95944,96226,96444,96693,96918,97180,97354,97436,97475,97584,97679,97823,97829,97768,97621,97558,97312,96980,96520,96364,96116,95798,95176,94411,93632,92903,92427,92328,92355,92276,91700,91532,91250,91030,90223,89381,88562,87804,87207,86677,86307,86041,85857,85531,85156,84762,84414,83967,83499,82905,82402,81820,81383,80811,80157,79479,78925,78537,78210,77879,77565,77334,77071,76779,76498,76343,76268,76120,75998,75904,75946,76207,76544,76929,77218,77511,77819,78109,78415,78671,78953,79240,79590,79971,80408,80831,81312,81779,82296,82751,83174,83523,83897,84195,84504,84809,85203,85655,86110,86549,86942,87283,87611,87826,87984,88099,88175,88246,88325,88364,88263,88006,87914,88128,88614,89176,89698,90198,90716,91110,91175,91194,91238,91650,92151,92731,93223,93467,93632,93925,94411,95143,95832,96573,97274,97939,98535,99246,100012,100901,101538,102008,102263,102450,102614,102888,103184,103716,104314,105066,105545,105988,106517,107138,107848,108328,108966,108954,109019
394454,"Champaign-Urbana, IL",190,,,,,,83443,82880,82641,82367,82318,82479,82478,82467,82807,83410,84180,85104,85591,86691,87144,88217,89113,90248,90842,91086,91197,91502,92176,92690,93167,93188,93219,94315,95359,96223,96377,96746,97033,97278,97406,97789,98171,98588,99209,99650,100218,100314,100470,100355,100806,101055,101578,102019,102620,103209,103813,104286,104673,105002,105562,106106,106862,106999,107276,107106,107414,107599,108007,108656,109489,110453,111182,111780,112162,112577,113145,113906,114693,115304,115792,116069,115071,113668,112465,112654,113286,114265,115380,116956,118334,119690,120273,120708,121108,122159,123166,124029,124947,126097,127364,128129,128805,129395,130213,130927,131747,132734,133649,134454,134823,134477,133874,133506,133966,134654,135406,136054,136819,137525,138178,138581,138800,139037,139384,139922,140316,140452,140525,140547,141022,141392,141694,141739,141787,141657,141547,141406,141813,142168,142560,142352,142277,141929,141864,141298,140840,140592,140174,139674,138866,138346,138002,137600,137412,136989,136681,136103,135794,135545,135722,135838,136093,136033,136071,135788,135699,135565,135744,135895,136032,136221,136536,136610,136877,136838,136867,136212,135575,135098,134908,134665,134127,133584,133066,132822,132268,132177,132067,132160,131930,131645,131342,131174,131126,131346,131204,130923,130323,129999,129896,129732,129589,129328,129536,129937,130184,130418,130529,130735,131389,131689,132164,132006,132000,131662,131286,130987,131292,131784,132185,132218,132203,132283,132523,132508,132624,133296,134077,134972,135052,135222,135037,135366,135931,136458,136797,136817,136745,136611,136892,137557,137969,138282,138253,138624,138699,139210,139584,140639,141749,142382,142039,141707,141350,141485,141457,141222,140848,139850,139507,138362,137526,136731,137681,139181,140967,141760,142137,142348,141983,142408,142013,142390,142509,143700,144671,145023,144653,144762,144805,144571,144327,144044,144471,144864
395171,"Tuscaloosa, AL",191,92504,92525,92613,92965,93637,94327,95259,96178,97193,97860,98293,98632,99031,99659,100177,100531,100817,101146,101413,101638,101997,102615,102998,103190,103379,103629,103918,104069,104190,104421,104834,105164,105496,105428,105405,105350,105445,105789,106059,106478,106920,107508,108354,109108,109764,110133,110425,110864,111165,111438,111521,111881,112424,113008,113164,113377,113637,114311,114919,115674,116233,116668,116797,116897,116980,117190,117605,117919,118247,118286,118322,118201,118212,118548,118925,119440,119767,120286,120837,121312,121758,121988,122269,122526,122751,123069,123453,124077,124664,125134,125519,125978,126357,126649,126806,127129,127338,127562,127727,128133,128565,128936,129573,130485,131525,132315,132833,133747,134838,136062,136866,137296,137412,137560,137835,138221,138795,139390,140071,140417,140710,141249,142144,143347,144351,145095,145610,146214,146855,147311,147679,147971,148282,148552,148773,149120,149567,150012,150195,150317,150154,150034,149815,149566,149233,148847,148905,148805,148347,147660,147061,146676,146210,145987,145875,145727,145430,145117,144656,144427,143951,144118,144140,144047,143357,142840,142667,142595,141985,141200,140494,140135,139576,139069,138852,138562,138190,137463,137284,137135,137180,136853,136431,135614,134935,134451,134474,134574,134580,134568,134885,135398,136983,137719,138606,138231,138445,138375,138097,137670,137774,138016,138388,138646,138807,138436,137594,136974,136834,137173,137492,138350,138492,138726,138504,138824,139651,140919,142368,143377,144247,144857,145141,145179,144978,145644,145607,145048,144248,144203,145150,145676,146033,145993,145738,145860,146458,147275,148092,148270,148168,147544,146907,146265,145512,144518,144179,143563,143279,142462,142662,143124,143984,144892,145700,146959,148225,149289,149875,150561,151642,152923,153591,154450,155091,155600,156293,156895,157681,158335,158764,158839,159019,159617,160828,161875,162458,163103,163312,163998,164722,165553,166054,166517,166868
394483,"College Station, TX",192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130078,130383,131047,132298,133740,134876,135586,136052,136431,137022,137701,138358,138806,139257,139567,139709,139702,139682,139999,140373,141002,141730,142512,143106,143417,143821,144216,144742,144136,143795,143252,143828,144253,145016,145764,146387,146699,146587,146356,146181,146125,146124,146175,146350,146757,147262,147908,148193,148529,148548,148742,148626,148700,148834,148867,148546,148220,148280,148423,148475,148472,148726,149317,150090,151030,151797,152518,152707,152445,152074,151819,151641,151350,151237,151130,150986,151048,151305,151433,151121,150737,150240,149766,149330,149046,149163,149493,149978,150239,150454,150783,151666,152227,152927,152771,153020,153111,153942,154637,155241,155566,156110,156709,157208,157546,158183,158982,159672,160050,160404,161154,162123,163279,164536,165582,166915,168076,169559,170651,171584,172403,173338,174466,175584,176770,178064,179383,180336,181107,181908,182867,183914,184872,186007,187170,188306,189605,190843,192096,193133,194286,195243,196396,197448,198887,200168,201541,202521,203591,204123,205053,205741,206687,207603,208654,209912,210916,211948,212904,213843,214794,215570,216125,216347,216564,217279,218322,219379,220043,220371,220824,221276,222052,222631,223142,223581,224301,221498,217923,214230
395103,"Sioux Falls, SD",193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120337,120213,120313,120632,121252,122116,122466,122787,122485,122620,122870,123567,124508,125603,126397,126822,126802,127219,127818,128519,129272,130112,131175,131941,132620,133222,134025,134742,135407,136162,136973,137882,138525,139101,139662,140436,141323,142208,142659,142900,142946,143316,143742,144115,144453,144759,145271,145503,145800,145885,146390,146902,147528,147939,148265,148603,148805,149067,149172,149395,149695,150157,150791,151397,152046,152456,152651,152667,152621,152591,152493,152528,152727,153128,153532,153779,153978,153865,153621,153089,152556,151965,151355,150761,150339,150052,149890,150112,150504,150865,150939,150992,151044,150983,150747,150571,150349,150244,150024,149776,149454,149194,149010,148657,148258,148300,148467,148729,148788,149031,149271,149383,149348,149465,149596,149829,150087,150018,150094,150214,150699,151134,151502,151862,152386,152983,153655,154196,154735,155330,155878,156361,156764,157031,157414,157825,158213,158477,158716,159076,159637,160191,160688,161009,161478,161968,162519,162783,163414,164073,165007,165761,166502,167388,168336,169397,169377,169314,169186,170003,170860,171562,172958,174578,176303,177178,177875,178616,179659,180480,181418,182178,183102,183850,184625,185569,186866,188288,189467,190491,191296,191944,192516,192979,193480,193802,194483,195396,196887,198333,199830,200977,202024,203024,203972,204849,205475,205895,206271,206740,207580,208352,208994,209401,209714,210142,210452,211157
394455,"Charleston, WV",194,67588,67624,67548,67419,67380,67433,67537,67738,67944,68151,68398,68672,69035,69223,69336,69385,69616,70007,70458,70924,71392,72346,73267,74188,74456,74692,74777,74999,75203,75432,75472,75171,74719,74190,73982,73691,73565,73645,73885,74206,74036,73830,73304,73189,73354,73859,74223,74499,74749,74683,74623,74441,74592,74696,75055,75746,76478,77209,77414,77623,77774,78164,78458,78525,78636,78812,79126,79084,78996,78830,78838,78771,78631,78426,78201,78189,78345,78817,79357,79678,79751,79587,79802,79920,80517,81068,81459,81642,81708,82047,82245,82549,83027,83494,83930,84285,84297,84117,84145,84289,84559,84653,85121,85438,85628,85810,86177,86600,87073,87619,88042,88438,88578,88867,88920,89166,89352,89653,89723,89805,89893,90091,90180,90159,90424,90878,91640,92200,92564,92545,92491,92522,92892,93267,93714,93969,94067,94214,94286,94478,94736,95241,95717,96061,96335,96679,97046,97306,97484,97402,97173,97139,97172,97504,97386,97343,97160,97029,97054,96980,97062,96848,96648,96368,96283,96288,96559,96525,96403,96164,96201,96224,96206,95824,95519,95217,95254,95177,95175,95395,95642,95794,95695,95733,95845,95594,95319,94834,94479,94104,93842,93775,93574,93420,93230,93459,93451,93427,92925,92893,92862,92866,92759,92673,92767,92836,93184,93690,94096,94217,94302,94330,94490,94517,94267,93990,93741,93903,94075,94176,94436,94444,94552,94381,94295,93787,93367,93274,93505,93795,94270,94929,95643,96250,96742,97380,97947,98486,98579,98671,98565,98724,98549,98636,98541,98743,98765,98697,98514,98347,98497,98662,98924,99022,99032,98953,98946,98956,99093,99250,99007,98403,97829,97475,97347,97102,97003,96600,96144,96139,96278,96475,96523,96821,96998,96857,96568,96411,96362,96353,96263,96109,96137,95908,95735
